Dataset	TargetID	Code	EmpiricalFormula	ChargeState	Scan	ScanStart	ScanEnd	NumMSSummed	NET	NETError	NumChromPeaksWithinTol	NumQualityChromPeaksWithinTol	MonoisotopicMass	MonoisotopicMassCalibrated	MassErrorInPPM	MonoMZ	IntensityRep	FitScore	IScore	FailureType	ErrorDescription
Scott	320000	32000	C34H60N2O26	2	1977	1422	1437	0	0.19107	-1.191074	9	3	912.3434301	0	5	457.1789915	5000	0.0901	0.6829		
Scott	321000	32100	C40H70N2O30	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1058.401339	0	5	530.2079459	5000	0.0901	0.6829		
Scott	330000	33000	C42H73N3O31	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1115.422803	0	5	558.7186777	5000	0.0901	0.6829		
Scott	331000	33100	C48H83N3O35	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1261.480711	0	5	631.7476321	5000	0.0901	0.6829		
Scott	332000	33200	C54H93N3O39	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1407.53862	0	5	704.7765865	5000	0.0901	0.6829		
Scott	340000	34000	C50H86N4O36	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1318.502175	0	5	660.258364	5000	0.0901	0.6829		
Scott	341000	34100	C56H96N4O40	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1464.560084	0	5	733.2873184	5000	0.0901	0.6829		
Scott	342000	34200	C62H106N4O44	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1610.617993	0	5	806.3162728	5000	0.0901	0.6829		
Scott	343000	34300	C68H116N4O48	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1756.675902	0	5	879.3452272	5000	0.0901	0.6829		
Scott	350000	35000	C58H99N5O41	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1521.581548	0	5	761.7980503	5000	0.0901	0.6829		
Scott	351000	35100	C64H109N5O45	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1667.639457	0	5	834.8270047	5000	0.0901	0.6829		
Scott	352000	35200	C70H119N5O49	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1813.697365	0	5	907.8559591	5000	0.0901	0.6829		
Scott	353000	35300	C76H129N5O53	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1959.755274	0	5	980.8849135	5000	0.0901	0.6829		
Scott	354000	35400	C82H139N5O57	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2105.813183	0	5	1053.913868	5000	0.0901	0.6829		
Scott	360000	36000	C66H112N6O46	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1724.66092	0	5	863.3377365	5000	0.0901	0.6829		
Scott	361000	36100	C72H122N6O50	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1870.718829	0	5	936.3666909	5000	0.0901	0.6829		
Scott	362000	36200	C78H132N6O54	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2016.776738	0	5	1009.395645	5000	0.0901	0.6829		
Scott	363000	36300	C84H142N6O58	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2162.834647	0	5	1082.4246	5000	0.0901	0.6829		
Scott	364000	36400	C90H152N6O62	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2308.892555	0	5	1155.453554	5000	0.0901	0.6829		
Scott	365000	36500	C96H162N6O66	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2454.950464	0	5	1228.482509	5000	0.0901	0.6829		
Scott	370000	37000	C74H125N7O51	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1927.740293	0	5	964.8774228	5000	0.0901	0.6829		
Scott	371000	37100	C80H135N7O55	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2073.798202	0	5	1037.906377	5000	0.0901	0.6829		
Scott	372000	37200	C86H145N7O59	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2219.85611	0	5	1110.935332	5000	0.0901	0.6829		
Scott	373000	37300	C92H155N7O63	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2365.914019	0	5	1183.964286	5000	0.0901	0.6829		
Scott	374000	37400	C98H165N7O67	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2511.971928	0	5	1256.99324	5000	0.0901	0.6829		
Scott	375000	37500	C104H175N7O71	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2658.029837	0	5	1330.022195	5000	0.0901	0.6829		
Scott	376000	37600	C110H185N7O75	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2804.087746	0	5	1403.051149	5000	0.0901	0.6829		
Scott	380000	38000	C82H138N8O56	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2130.819665	0	5	1066.417109	5000	0.0901	0.6829		
Scott	381000	38100	C88H148N8O60	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2276.877574	0	5	1139.446063	5000	0.0901	0.6829		
Scott	382000	38200	C94H158N8O64	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2422.935483	0	5	1212.475018	5000	0.0901	0.6829		
Scott	383000	38300	C100H168N8O68	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2568.993392	0	5	1285.503972	5000	0.0901	0.6829		
Scott	384000	38400	C106H178N8O72	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2715.051301	0	5	1358.532927	5000	0.0901	0.6829		
Scott	385000	38500	C112H188N8O76	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2861.109209	0	5	1431.561881	5000	0.0901	0.6829		
Scott	386000	38600	C118H198N8O80	2	1977	1422	1437	0	0.19107	-1.191074	9	3	3007.167118	0	5	1504.590835	5000	0.0901	0.6829		
Scott	387000	38700	C124H208N8O84	2	1977	1422	1437	0	0.19107	-1.191074	9	3	3153.225027	0	5	1577.61979	5000	0.0901	0.6829		
Scott	420000	42000	C40H70N2O31	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1074.396254	0	5	538.2054032	5000	0.0901	0.6829		
Scott	421000	42100	C46H80N2O35	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1220.454162	0	5	611.2343576	5000	0.0901	0.6829		
Scott	430000	43000	C48H83N3O36	2	1977	1422	1437	0	0.19107	-1.191074	9	3	1277.475626	0	5	639.7450894	5000	0.0901	0.6829		
